Compartment,Datetime,Temp_C,Moisture_m3_m3,Depth,Remove
EBHW,11/25/14 03:00:00 AM,4.15,0.1989,10cm,
EBHW,11/30/14 06:00:00 PM,3.74,0.1989,10cm,
EBHW,12-06-2014  6:00:00 PM,2.03,0.2002,10cm,
EBHW,12-11-2014  12:00:00 PM,1.6,0.2002,10cm,
EBHW,05/28/15 06:00:00 PM,11.38,0.2002,10cm,
EBHW,11/18/14 12:00:00 PM,4.15,0.2002,10cm,
EBHW,12-01-2014  9:00:00 PM,3.31,0.2006,10cm,
EBHW,11/25/14 12:00:00 AM,3.74,0.2006,10cm,
EBHW,11/30/14 09:00:00 PM,3.74,0.2006,10cm,
EBHW,12/26/14 12:00:00 AM,3.31,0.2006,10cm,
EBHW,12-04-2014  6:00:00 AM,2.46,0.201,10cm,
EBHW,12-11-2014  9:00:00 AM,1.6,0.2014,10cm,
EBHW,12-01-2014  12:00:00 AM,3.74,0.2019,10cm,
EBHW,04/21/15 03:00:00 PM,1.17,0.2023,10cm,
EBHW,11/18/14 09:00:00 AM,4.15,0.2023,10cm,
EBHW,11/24/14 09:00:00 PM,3.31,0.2023,10cm,
EBHW,12-01-2014  3:00:00 AM,3.74,0.2027,10cm,
EBHW,12-10-2014  3:00:00 AM,1.17,0.2027,10cm,
EBHW,12-04-2014  3:00:00 AM,2.46,0.2031,10cm,
EBHW,12/25/14 09:00:00 PM,3.31,0.2031,10cm,
EBHW,12-01-2014  6:00:00 AM,3.74,0.2036,10cm,
EBHW,12-01-2014  6:00:00 PM,3.31,0.204,10cm,
EBHW,12-11-2014  6:00:00 AM,1.6,0.204,10cm,
EBHW,11/24/14 06:00:00 PM,2.89,0.204,10cm,
EBHW,12/24/14 09:00:00 PM,1.6,0.204,10cm,
EBHW,12-01-2014  9:00:00 AM,3.31,0.2044,10cm,
EBHW,12-10-2014  12:00:00 AM,1.17,0.2048,10cm,
EBHW,12-04-2014  12:00:00 AM,2.46,0.2057,10cm,
EBHW,11/18/14 06:00:00 AM,4.15,0.2061,10cm,
EBHW,12-01-2014  12:00:00 PM,3.31,0.2065,10cm,
EBHW,12/25/14 06:00:00 PM,2.89,0.2069,10cm,
EBHW,12-01-2014  3:00:00 PM,3.31,0.2074,10cm,
EBHW,12-11-2014  3:00:00 AM,1.6,0.2082,10cm,
EBHW,12-03-2014  9:00:00 PM,2.46,0.2086,10cm,
EBHW,12-06-2014  3:00:00 PM,2.03,0.2086,10cm,
EBHW,12-03-2014  6:00:00 PM,2.46,0.2095,10cm,
EBHW,12-11-2014  12:00:00 AM,2.03,0.2099,10cm,
EBHW,12-10-2014  9:00:00 PM,2.03,0.2108,10cm,
EBHW,11/18/14 03:00:00 AM,4.15,0.2108,10cm,
EBHW,11/24/14 03:00:00 PM,2.46,0.2116,10cm,
EBHW,12-03-2014  3:00:00 PM,2.46,0.2125,10cm,
EBHW,12/25/14 03:00:00 PM,2.46,0.2133,10cm,
EBHW,12-03-2014  12:00:00 PM,2.46,0.2175,10cm,
EBHW,11/18/14 12:00:00 AM,4.15,0.218,10cm,
EBHW,12/25/14 09:00:00 AM,2.03,0.218,10cm,
EBHW,11/17/14 06:00:00 PM,4.57,0.2184,10cm,
EBHW,12/25/14 06:00:00 AM,1.6,0.2184,10cm,
EBHW,12-10-2014  6:00:00 PM,2.46,0.2197,10cm,
EBHW,12-03-2014  9:00:00 AM,2.89,0.2201,10cm,
EBHW,12-10-2014  12:00:00 PM,1.17,0.2235,10cm,
EBHW,12/25/14 12:00:00 PM,2.03,0.2286,10cm,
EBHW,11/17/14 09:00:00 PM,4.15,0.2324,10cm,
EBHW,12/25/14 12:00:00 AM,1.6,0.2337,10cm,
EBHW,12/25/14 03:00:00 AM,1.6,0.2392,10cm,
EBHW,12-10-2014  3:00:00 PM,2.03,0.2523,10cm,
